Kabupaten,Kecamatan,Desa,Tahun,Jum Penduduk,Persentase Pen Miskin,Jumlah Pen Miskin,Garis Kemiskinan(Rp/Kap/Bulan),Persentase Ruta Miskin Penerima BPNT/Program Sembako (%),Jumlah (kg/ bulan),Harga (Rp/Kg),Persentase Rumah Tangga Memiliki Akses Sanitasi Layak,Persentasi Rumah Tangga Memiliki Akses Air Minum Layak ,Rata-rata pendapatan/hari,Total pendapatan/bulan,Total pengeluaran/bulan,Pengeluaran/hari,Miskin,Tidak Miskin,Miskin dan Tidak Miskin,Bekerja di sektor pertanian,Bekerja bukan di sektor pertanian,Mencari pekerjaan,Tidak bekerja,Persentase Pengangguran,Tingkat Kekumuhan,Luas Kumuh (Ha),<SD,Tamat SD/SMP,>SMA,IPM(indeks pembangunan manusia)
Pesawaran,Punduh Pidada,Batu Raja,2023,1.65,"8,62",165.0,"Rp491.239,00",26.59,25.78,Rp9.494,Layak,Tidak Layak,Rp100.230,Rp3.000.230,Rp369.1070, Rp12.558 ,"63,247","56,329","57,288",1851.0,2116.0,793.0,529.0,"66,301",Kumuh Ringan ,"7,64","27,89","55,66","16,44","69,46"
Pesawaran,Punduh Pidada,Bawang,2021,1.72,"9,03",172.0,"Rp420.032,00",14.54,37.68,Rp11.903,Layak,Layak,Rp100.231,Rp3.000.231,Rp369.1071, Rp12.559 ,"63,248","56,330","57,289",1851.0,2116.0,793.0,529.0,"66,302",Kumuh Ringan ,"5,17","22,52","24,53","48,18","66,14"
Pesawaran,Punduh Pidada,Bawang,2022,1.72,"8,99",172.0,"Rp452.521,00",19.41,26.37,Rp5.367,Layak,Layak,Rp100.232,Rp3.000.232,Rp369.1072, Rp12.560 ,"63,249","56,331","57,290",1851.0,2116.0,793.0,529.0,"66,303",Kumuh Ringan ,"2,07","17,80","54,09","28,10","66,70"
Pesawaran,Punduh Pidada,Bawang,2023,1.73,"9,08",173.0,"Rp491.239,00",99.29,45.68,Rp13.370,Layak,Layak,Rp100.233,Rp3.000.233,Rp369.1073, Rp12.561 ,"63,250","56,332","57,291",1851.0,2116.0,793.0,529.0,"66,304",Kumuh Ringan ,"6,53","26,72","54,12","19,16","69,46"
Pesawaran,Punduh Pidada,Kota Jawa,2021,1.2,"6,31",120.0,"Rp420.032,00",Rp50,6.58,Rp10.417,Layak,Layak,Rp100.234,Rp3.000.234,Rp369.1074, Rp12.562 ,"63,251","56,333","57,292",1851.0,2116.0,793.0,529.0,"66,305",Kumuh Sedang,"17,56","23,78","59,17","17,05","66,14"
Pesawaran,Punduh Pidada,Kota Jawa,2022,1.21,"6,33",121.0,"Rp452.521,00",99.65,13.13,Rp12.540,Layak,Layak,Rp100.235,Rp3.000.235,Rp369.1075, Rp12.563 ,"63,252","56,334","57,293",1851.0,2116.0,793.0,529.0,"66,306",Kumuh Sedang,"19,08","17,10","58,96","23,94","66,70"
Pesawaran,Punduh Pidada,Kota Jawa,2023,1.21,"6,35",121.0,"Rp491.239,00",65.86,20.23,Rp7.304,Tidak Layak,Layak,Rp100.236,Rp3.000.236,Rp369.1076, Rp12.564 ,"63,253","56,335","57,294",1851.0,2116.0,793.0,529.0,"66,307",Kumuh Sedang,"14,26","21,08","55,67","23,24","69,46"
Pesawaran,Punduh Pidada,Pagar Jaya,2021,1.38,"7,21",138.0,"Rp420.032,00",93.04,30.99,Rp11.382,Tidak Layak,Layak,Rp100.237,Rp3.000.237,Rp369.1077, Rp12.565 ,"63,254","56,336","57,295",1851.0,2116.0,793.0,529.0,"66,308",Kumuh Ringan ,"3,59","17,80","54,09","28,10","66,14"
Pesawaran,Punduh Pidada,Pagar Jaya,2022,1.38,"7,24",138.0,"Rp452.521,00",64.34,43.37,Rp18.592,Layak,Layak,Rp100.238,Rp3.000.238,Rp369.1078, Rp12.566 ,"63,255","56,337","57,296",1851.0,2116.0,793.0,529.0,"66,309",Kumuh Ringan ,"4,23","19,98","48,18","31,84","66,70"
Pesawaran,Punduh Pidada,Pagar Jaya,2023,1.39,"7,28",139.0,"Rp491.239,00",24.66,20.76,Rp5.127,Tidak Layak,Tidak Layak,Rp100.239,Rp3.000.239,Rp369.1079, Rp12.567 ,"63,256","56,338","57,297",1851.0,2116.0,793.0,529.0,"66,310",Kumuh Ringan ,"5,82","5,54","67,58","26,88","69,46"
Pesawaran,Punduh Pidada,Pulau Legundi,2021,1.74,"9,13",174.0,"Rp420.032,00",31.50,45.46,Rp19.532,Layak,Layak,Rp100.240,Rp3.000.240,Rp369.1080, Rp12.568 ,"63,257","56,339","57,298",1851.0,2116.0,793.0,529.0,"66,311",Kumuh Sedang,"11,02","27,89","55,66","16,44","66,14"
Pesawaran,Punduh Pidada,Pulau Legundi,2022,1.75,"9,18",175.0,"Rp452.521,00",90.30,7.79,Rp15.363,Layak,Layak,Rp100.241,Rp3.000.241,Rp369.1081, Rp12.569 ,"63,258","56,340","57,299",1851.0,2116.0,793.0,529.0,"66,312",Kumuh Sedang,"16,43","22,52","24,53","48,18","66,70"
Pesawaran,Punduh Pidada,Pulau Legundi,2023,1.76,"9,24",176.0,"Rp491.239,00",92.21,41.96,Rp6.491,Layak,Layak,Rp100.242,Rp3.000.242,Rp369.1082, Rp12.570 ,"63,259","56,341","57,300",1851.0,2116.0,793.0,529.0,"66,313",Kumuh Sedang,"17,56","4,00","72,69","23,32","69,46"
Pesawaran,Punduh Pidada,Rubasa,2021,650.0,"3,41",65.0,"Rp420.032,00",63.78,45.53,Rp9.346,Layak,Layak,Rp100.243,Rp3.000.243,Rp369.1083, Rp12.571 ,"63,260","56,342","57,301",1851.0,2116.0,793.0,529.0,"66,314",Kumuh Ringan ,"3,01","4,00","72,69","23,32","66,14"
Pesawaran,Punduh Pidada,Rubasa,2022,651.0,"3,41",65.0,"Rp452.521,00",9.79,30.72,Rp13.086,Layak,Layak,Rp100.244,Rp3.000.244,Rp369.1084, Rp12.572 ,"63,261","56,343","57,302",1851.0,2116.0,793.0,529.0,"66,315",Kumuh Ringan ,"3,21","13,72","63,76","22,52","66,70"
Pesawaran,Punduh Pidada,Rubasa,2023,652.0,"3,42",65.0,"Rp491.239,00",26.09,49.26,Rp15.862,Layak,Tidak Layak,Rp100.245,Rp3.000.245,Rp369.1085, Rp12.573 ,"63,262","56,344","57,303",1851.0,2116.0,793.0,529.0,"66,316",Kumuh Ringan ,"3,59","10,58","60,58","28,84","69,46"
Pesawaran,Punduh Pidada,Sukajaya Pidada,2021,562.0,"2,95",56.0,"Rp420.032,00",17.79,45.48,Rp10.833,Layak,Layak,Rp100.246,Rp3.000.246,Rp369.1086, Rp12.574 ,"63,263","56,345","57,304",1851.0,2116.0,793.0,529.0,"66,317",Kumuh Ringan ,"7,64","5,54","67,58","26,88","66,14"
Pesawaran,Punduh Pidada,Sukajaya Pidada,2022,567.0,"2,97",57.0,"Rp452.521,00",62.01,11.55,Rp8.406,Layak,Layak,Rp100.247,Rp3.000.247,Rp369.1087, Rp12.575 ,"63,264","56,346","57,305",1851.0,2116.0,793.0,529.0,"66,318",Kumuh Ringan ,"7,64","27,89","55,66","16,44","66,70"
Pesawaran,Punduh Pidada,Sukajaya Pidada,2023,570.0,"2,99",57.0,"Rp491.239,00",15.44,40.06,Rp11.822,Layak,Layak,Rp100.248,Rp3.000.248,Rp369.1088, Rp12.576 ,"63,265","56,347","57,306",1851.0,2116.0,793.0,529.0,"66,319",Kumuh Ringan ,"4,36","19,32","60,62","20,06","69,46"
Pesawaran,Punduh Pidada,Sukamaju,2021,2.07,"10,86",207.0,"Rp420.032,00",44.08,41.23,Rp19.581,Layak,Layak,Rp100.249,Rp3.000.249,Rp369.1089, Rp12.577 ,"63,266","56,348","57,307",1851.0,2116.0,793.0,529.0,"66,320",Kumuh Ringan ,"6,53","18,52","57,80","23,68","66,14"
Pesawaran,Punduh Pidada,Sukamaju,2022,2.09,"10,95",209.0,"Rp452.521,00",55.24,39.62,Rp17.507,Layak,Layak,Rp100.250,Rp3.000.250,Rp369.1090, Rp12.578 ,"63,267","56,349","57,308",1851.0,2116.0,793.0,529.0,"66,321",Kumuh Ringan ,"2,07","22,85","49,16","27,99","66,70"
Pesawaran,Punduh Pidada,Sukamaju,2023,2.11,"11,03",211.0,"Rp491.239,00",22.79,29.16,Rp18.721,Layak,Layak,Rp100.251,Rp3.000.251,Rp369.1091, Rp12.579 ,"63,268","56,350","57,309",1851.0,2116.0,793.0,529.0,"66,322",Kumuh Ringan ,"6,53","20,97","66,25","12,78","69,46"
Pesawaran,Punduh Pidada,Sukarame,2021,1.62,"8,47",162.0,"Rp420.032,00",22.72,49.05,Rp15.009,Layak,Layak,Rp100.252,Rp3.000.252,Rp369.1092, Rp12.580 ,"63,269","56,351","57,310",1851.0,2116.0,793.0,529.0,"66,323",Kumuh Ringan ,"3,59","10,58","60,58","28,84","66,14"
Pesawaran,Punduh Pidada,Sukarame,2022,1.62,"8,49",162.0,"Rp452.521,00",26.69,22.83,Rp11.609,Tidak Layak,Layak,Rp100.253,Rp3.000.253,Rp369.1093, Rp12.581 ,"63,270","56,352","57,311",1851.0,2116.0,793.0,529.0,"66,324",Kumuh Ringan ,"5,17","5,54","67,58","26,88","66,70"
Pesawaran,Punduh Pidada,Sukarame,2023,1.63,"8,52",163.0,"Rp491.239,00",89.71,32.09,Rp15.276,Layak,Layak,Rp100.254,Rp3.000.254,Rp369.1094, Rp12.582 ,"63,271","56,353","57,312",1851.0,2116.0,793.0,529.0,"66,325",Kumuh Ringan ,"5,17","22,40","56,40","21,20","69,46"
Pesawaran,Tegineneng,Batang Hari Ogan,2021,2.85,"14,94",285.0,"Rp420.032,00",56.46,7.85,Rp14.728,Layak,Layak,Rp100.255,Rp3.000.255,Rp369.1095, Rp12.583 ,"63,272","56,354","57,313",1851.0,2116.0,793.0,529.0,"66,326",Kumuh Ringan ,"2,07","4,00","72,69","23,32","66,14"
Pesawaran,Tegineneng,Batang Hari Ogan,2022,2.92,"15,28",292.0,"Rp452.521,00",12.58,23.44,Rp12.916,Tidak Layak,Tidak Layak,Rp100.256,Rp3.000.256,Rp369.1096, Rp12.584 ,"63,273","56,355","57,314",1851.0,2116.0,793.0,529.0,"66,327",Kumuh Ringan ,"6,53","13,72","63,76","22,52","66,70"
Pesawaran,Tegineneng,Batang Hari Ogan,2023,2.98,"15,63",298.0,"Rp491.239,00",20.50,37.51,Rp18.792,Tidak Layak,Tidak Layak,Rp100.257,Rp3.000.257,Rp369.1097, Rp12.585 ,"63,274","56,356","57,315",1851.0,2116.0,793.0,529.0,"66,328",Kumuh Ringan ,"3,59","20,20","63,03","16,77","69,46"
Pesawaran,Tegineneng,Bumi Agung,2021,7.2,"37,74",720.0,"Rp420.032,00",93.68,15.74,Rp13.136,Layak,Layak,Rp100.258,Rp3.000.258,Rp369.1098, Rp12.586 ,"63,275","56,357","57,316",1851.0,2116.0,793.0,529.0,"66,329",Kumuh Ringan ,"6,53","20,60","58,12","21,28","66,14"
Pesawaran,Tegineneng,Bumi Agung,2022,7.6,"39,84",760.0,"Rp452.521,00",37.31,47.47,Rp19.867,Layak,Layak,Rp100.259,Rp3.000.259,Rp369.1099, Rp12.587 ,"63,276","56,358","57,317",1851.0,2116.0,793.0,529.0,"66,330",Kumuh Ringan ,"3,59","17,10","58,96","23,94","66,70"
Pesawaran,Tegineneng,Bumi Agung,2023,8.0,"41,95",800.0,"Rp491.239,00",35.04,35.91,Rp10.746,Layak,Layak,Rp100.260,Rp3.000.260,Rp369.1100, Rp12.588 ,"63,277","56,359","57,318",1851.0,2116.0,793.0,529.0,"66,331",Kumuh Ringan ,"5,17","31,84","52,60","15,56","69,46"
Pesawaran,Tegineneng,Gedung Gumanti,2021,4.8,"25,16",480.0,"Rp420.032,00",Rp47,17.94,Rp17.100,Layak,Layak,Rp100.261,Rp3.000.261,Rp369.1101, Rp12.589 ,"63,278","56,360","57,319",1851.0,2116.0,793.0,529.0,"66,332",Kumuh Ringan ,"7,64","5,54","67,58","26,88","66,14"
Pesawaran,Tegineneng,Gedung Gumanti,2022,4.95,"25,95",495.0,"Rp452.521,00",39.42,39.6,Rp11.915,Layak,Tidak Layak,Rp100.262,Rp3.000.262,Rp369.1102, Rp12.590 ,"63,279","56,361","57,320",1851.0,2116.0,793.0,529.0,"66,333",Kumuh Ringan ,"7,64","27,89","55,66","16,44","66,70"
Pesawaran,Tegineneng,Gedung Gumanti,2023,5.1,"26,71",510.0,"Rp491.239,00",33.83,8.74,Rp17.402,Layak,Layak,Rp100.263,Rp3.000.263,Rp369.1103, Rp12.591 ,"63,280","56,362","57,321",1851.0,2116.0,793.0,529.0,"66,334",Kumuh Ringan ,"7,64","33,99","35,17","30,84","69,46"
Pesawaran,Tegineneng,Gerning,2021,3.8,"19,92",380.0,"Rp420.032,00",36.65,48.86,Rp13.086,Layak,Layak,Rp100.264,Rp3.000.264,Rp369.1104, Rp12.592 ,"63,281","56,363","57,322",1851.0,2116.0,793.0,529.0,"66,335",Kumuh Sedang,"13,43","27,89","55,66","16,44","66,14"
Pesawaran,Tegineneng,Gerning,2022,3.93,"20,57",393.0,"Rp452.521,00",86.65,7.22,Rp18.308,Layak,Layak,Rp100.265,Rp3.000.265,Rp369.1105, Rp12.593 ,"63,282","56,364","57,323",1851.0,2116.0,793.0,529.0,"66,336",Kumuh Sedang,"13,98","33,99","35,17","30,84","66,70"
Pesawaran,Tegineneng,Gerning,2023,4.06,"21,26",406.0,"Rp491.239,00",69.47,47.01,Rp18.201,Layak,Layak,Rp100.266,Rp3.000.266,Rp369.1106, Rp12.594 ,"63,283","56,365","57,324",1851.0,2116.0,793.0,529.0,"66,337",Kumuh Sedang,"12,36","25,04","60,25","14,72","69,46"
Pesawaran,Tegineneng,Gunung Sugih Baru,2021,1.35,"7,08",135.0,"Rp420.032,00",1.78,16.38,Rp9.924,Layak,Layak,Rp100.267,Rp3.000.267,Rp369.1107, Rp12.595 ,"63,284","56,366","57,325",1851.0,2116.0,793.0,529.0,"66,338",Kumuh Sedang,"13,39","33,99","35,17","30,84","66,14"
Pesawaran,Tegineneng,Gunung Sugih Baru,2022,1.41,"7,39",141.0,"Rp452.521,00",95.81,39.1,Rp11.066,Tidak Layak,Layak,Rp100.268,Rp3.000.268,Rp369.1108, Rp12.596 ,"63,285","56,367","57,326",1851.0,2116.0,793.0,529.0,"66,339",Kumuh Sedang,"13,49","27,89","55,66","16,44","66,70"
Pesawaran,Tegineneng,Gunung Sugih Baru,2023,1.47,"7,71",147.0,"Rp491.239,00",82.36,5.0,Rp13.169,Tidak Layak,Layak,Rp100.269,Rp3.000.269,Rp369.1109, Rp12.597 ,"63,286","56,368","57,327",1851.0,2116.0,793.0,529.0,"66,340",Kumuh Sedang,"13,98","21,97","60,31","17,73","69,46"
Pesawaran,Tegineneng,Kejadian,2021,1.6,"8,39",160.0,"Rp420.032,00",92.11,16.44,Rp14.325,Layak,Layak,Rp100.270,Rp3.000.270,Rp369.1110, Rp12.598 ,"63,287","56,369","57,328",1851.0,2116.0,793.0,529.0,"66,341",Kumuh Ringan ,"7,64","20,97","66,25","12,78","66,14"
Pesawaran,Tegineneng,Kejadian,2022,1.69,"8,86",169.0,"Rp452.521,00",24.07,38.71,Rp10.690,Tidak Layak,Tidak Layak,Rp100.271,Rp3.000.271,Rp369.1111, Rp12.599 ,"63,288","56,370","57,329",1851.0,2116.0,793.0,529.0,"66,342",Kumuh Ringan ,"7,64","10,58","60,58","28,84","66,70"
Pesawaran,Tegineneng,Kejadian,2023,1.79,"9,36",179.0,"Rp491.239,00",68.85,28.96,Rp13.131,Layak,Layak,Rp100.272,Rp3.000.272,Rp369.1112, Rp12.600 ,"63,289","56,371","57,330",1851.0,2116.0,793.0,529.0,"66,343",Kumuh Ringan ,"2,07","18,18","53,28","28,55","69,46"
Pesawaran,Tegineneng,Kota Agung,2021,2.1,"11,01",210.0,"Rp420.032,00",97.68,10.17,Rp6.813,Layak,Layak,Rp100.273,Rp3.000.273,Rp369.1113, Rp12.601 ,"63,290","56,372","57,331",1851.0,2116.0,793.0,529.0,"66,344",Kumuh Sedang,"18,15","27,89","55,66","16,44","66,14"
Pesawaran,Tegineneng,Kota Agung,2022,2.2,"11,53",220.0,"Rp452.521,00",12.71,22.71,Rp15.210,Layak,Layak,Rp100.274,Rp3.000.274,Rp369.1114, Rp12.602 ,"63,291","56,373","57,332",1851.0,2116.0,793.0,529.0,"66,345",Kumuh Sedang,"20,15","33,99","35,17","30,84","66,70"
Pesawaran,Tegineneng,Kota Agung,2023,2.32,"12,14",232.0,"Rp491.239,00",74.67,45.56,Rp9.306,Layak,Layak,Rp100.275,Rp3.000.275,Rp369.1115, Rp12.603 ,"63,292","56,374","57,333",1851.0,2116.0,793.0,529.0,"66,346",Kumuh Sedang,"20,15","27,43","55,53","17,04","69,46"
Pesawaran,Tegineneng,Kresno Widodo,2021,4.5,"23,59",450.0,"Rp420.032,00",24.25,30.57,Rp5.644,Layak,Layak,Rp100.276,Rp3.000.276,Rp369.1116, Rp12.604 ,"63,293","56,375","57,334",1851.0,2116.0,793.0,529.0,"66,347",Kumuh Ringan ,"6,53","25,04","60,25","14,72","66,14"
Pesawaran,Tegineneng,Kresno Widodo,2022,4.69,"24,58",469.0,"Rp452.521,00",Rp51,35.06,Rp6.741,Layak,Tidak Layak,Rp100.277,Rp3.000.277,Rp369.1117, Rp12.605 ,"63,294","56,376","57,335",1851.0,2116.0,793.0,529.0,"66,348",Kumuh Ringan ,"2,07","33,99","35,17","30,84","66,70"
Pesawaran,Tegineneng,Kresno Widodo,2023,4.89,"25,65",489.0,"Rp491.239,00",25.25,42.84,Rp6.596,Layak,Layak,Rp100.278,Rp3.000.278,Rp369.1118, Rp12.606 ,"63,295","56,377","57,336",1851.0,2116.0,793.0,529.0,"66,349",Kumuh Ringan ,"7,64","22,92","58,34","18,75","69,46"
Pesawaran,Tegineneng,Margomulyo,2021,3.8,"19,92",380.0,"Rp420.032,00",64.90,27.38,Rp9.747,Layak,Layak,Rp100.279,Rp3.000.279,Rp369.1119, Rp12.607 ,"63,296","56,378","57,337",1851.0,2116.0,793.0,529.0,"66,350",Kumuh Ringan ,"5,17","17,10","58,96","23,94","66,14"
Pesawaran,Tegineneng,Margomulyo,2022,3.94,"20,65",394.0,"Rp452.521,00",68.76,22.64,Rp24.829,Layak,Layak,Rp100.280,Rp3.000.280,Rp369.1120, Rp12.608 ,"63,297","56,379","57,338",1851.0,2116.0,793.0,529.0,"66,351",Kumuh Ringan ,"2,07","21,08","55,67","23,24","66,70"
Pesawaran,Tegineneng,Margomulyo,2023,4.09,"21,42",409.0,"Rp491.239,00",4.26,11.48,Rp13.441,Layak,Layak,Rp100.281,Rp3.000.281,Rp369.1121, Rp12.609 ,"63,298","56,380","57,339",1851.0,2116.0,793.0,529.0,"66,352",Kumuh Ringan ,"6,53","21,72","55,37","22,91","69,46"
Pesawaran,Tegineneng,Margorejo,2021,4.1,"21,49",410.0,"Rp420.032,00",54.92,41.22,Rp18.595,Layak,Layak,Rp100.282,Rp3.000.282,Rp369.1122, Rp12.610 ,"63,299","56,381","57,340",1851.0,2116.0,793.0,529.0,"66,353",Kumuh Sedang,"17,56","25,04","60,25","14,72","66,14"
Pesawaran,Tegineneng,Margorejo,2022,4.28,"22,44",428.0,"Rp452.521,00",64.32,37.1,Rp13.701,Layak,Layak,Rp100.283,Rp3.000.283,Rp369.1123, Rp12.611 ,"63,300","56,382","57,341",1851.0,2116.0,793.0,529.0,"66,354",Kumuh Sedang,"19,08","33,99","35,17","30,84","66,70"
Pesawaran,Tegineneng,Margorejo,2023,4.47,"23,41",447.0,"Rp491.239,00",57.04,23.39,Rp13.969,Layak,Layak,Rp100.284,Rp3.000.284,Rp369.1124, Rp12.612 ,"63,301","56,383","57,342",1851.0,2116.0,793.0,529.0,"66,355",Kumuh Sedang,"19,83","27,89","55,66","16,44","69,46"
Pesawaran,Tegineneng,Negara Ratu Wates,2021,800.0,"4,19",80.0,"Rp420.032,00",27.37,28.33,Rp8.570,Tidak Layak,Layak,Rp100.285,Rp3.000.285,Rp369.1125, Rp12.613 ,"63,302","56,384","57,343",1851.0,2116.0,793.0,529.0,"66,356",Kumuh Sedang,"16,56","33,99","35,17","30,84","66,14"
Pesawaran,Tegineneng,Negara Ratu Wates,2022,820.0,"4,30",82.0,"Rp452.521,00",22.08,34.93,Rp13.713,Layak,Layak,Rp100.286,Rp3.000.286,Rp369.1126, Rp12.614 ,"63,303","56,385","57,344",1851.0,2116.0,793.0,529.0,"66,357",Kumuh Sedang,"17,56","25,04","60,25","14,72","66,70"
Pesawaran,Tegineneng,Negara Ratu Wates,2023,896.0,"4,70",90.0,"Rp491.239,00",15.36,12.42,Rp19.315,Layak,Layak,Rp100.287,Rp3.000.287,Rp369.1127, Rp12.615 ,"63,304","56,386","57,345",1851.0,2116.0,793.0,529.0,"66,358",Kumuh Sedang,"11,25","33,99","35,17","30,84","69,46"
Pesawaran,Tegineneng,Panca Bakti,2021,1.2,"6,29",120.0,"Rp420.032,00",75.99,6.22,Rp10.034,Tidak Layak,Tidak Layak,Rp100.288,Rp3.000.288,Rp369.1128, Rp12.616 ,"63,305","56,387","57,346",1851.0,2116.0,793.0,529.0,"66,359",Kumuh Ringan ,"3,59","27,89","55,66","16,44","66,14"
Pesawaran,Tegineneng,Panca Bakti,2022,1278.0,"6,70",128.0,"Rp452.521,00",79.27,19.29,Rp14.382,Tidak Layak,Tidak Layak,Rp100.289,Rp3.000.289,Rp369.1129, Rp12.617 ,"63,306","56,388","57,347",1851.0,2116.0,793.0,529.0,"66,360",Kumuh Ringan ,"4,23","21,97","60,31","17,73","66,70"
Pesawaran,Tegineneng,Panca Bakti,2023,1.36,"7,11",136.0,"Rp491.239,00",55.03,45.54,Rp10.419,Layak,Layak,Rp100.290,Rp3.000.290,Rp369.1130, Rp12.618 ,"63,307","56,389","57,348",1851.0,2116.0,793.0,529.0,"66,361",Kumuh Ringan ,"5,82","20,97","66,25","12,78","69,46"
Pesawaran,Tegineneng,Sinarjadi,2021,1.0,"5,24",100.0,"Rp420.032,00",53.23,45.56,Rp18.664,Layak,Layak,Rp100.291,Rp3.000.291,Rp369.1131, Rp12.619 ,"63,308","56,390","57,349",1851.0,2116.0,793.0,529.0,"66,362",Kumuh Ringan ,"3,01","10,58","60,58","28,84","66,14"
Pesawaran,Tegineneng,Sinarjadi,2022,1.07,"5,62",107.0,"Rp452.521,00",36.11,36.16,Rp18.177,Layak,Layak,Rp100.292,Rp3.000.292,Rp369.1132, Rp12.620 ,"63,309","56,391","57,350",1851.0,2116.0,793.0,529.0,"66,363",Kumuh Ringan ,"3,21","18,18","53,28","28,55","66,70"
Pesawaran,Tegineneng,Sinarjadi,2023,1.15,"6,01",115.0,"Rp491.239,00",7.59,41.89,Rp11.512,Layak,Layak,Rp100.293,Rp3.000.293,Rp369.1133, Rp12.621 ,"63,310","56,392","57,351",1851.0,2116.0,793.0,529.0,"66,364",Kumuh Ringan ,"3,59","27,89","55,66","16,44","69,46"
Pesawaran,Tegineneng,Trimulyo,2021,750.0,"3,93",75.0,"Rp420.032,00",98.40,26.98,Rp12.764,Layak,Tidak Layak,Rp100.294,Rp3.000.294,Rp369.1134, Rp12.622 ,"63,311","56,393","57,352",1851.0,2116.0,793.0,529.0,"66,365",Kumuh Ringan ,"6,53","33,99","35,17","30,84","66,14"
Pesawaran,Tegineneng,Trimulyo,2022,778.0,"4,08",78.0,"Rp452.521,00",86.98,45.39,Rp12.120,Layak,Layak,Rp100.295,Rp3.000.295,Rp369.1135, Rp12.623 ,"63,312","56,394","57,353",1851.0,2116.0,793.0,529.0,"66,366",Kumuh Ringan ,"6,53","27,43","55,53","17,04","66,70"
Pesawaran,Tegineneng,Trimulyo,2023,807.0,"4,23",81.0,"Rp491.239,00",20.55,43.28,Rp7.765,Layak,Layak,Rp100.296,Rp3.000.296,Rp369.1136, Rp12.624 ,"63,313","56,395","57,354",1851.0,2116.0,793.0,529.0,"66,367",Kumuh Ringan ,"2,07","25,04","60,25","14,72","69,46"
Pesawaran,Tegineneng,Sriwedari,2021,850.0,"4,46",85.0,"Rp420.032,00",42.49,30.87,Rp11.521,Layak,Layak,Rp100.297,Rp3.000.297,Rp369.1137, Rp12.625 ,"63,314","56,396","57,355",1851.0,2116.0,793.0,529.0,"66,368",Kumuh Ringan ,"6,53","33,99","35,17","30,84","66,14"
Pesawaran,Tegineneng,Sriwedari,2022,881.0,"4,62",88.0,"Rp452.521,00",65.25,38.3,Rp7.813,Layak,Layak,Rp100.298,Rp3.000.298,Rp369.1138, Rp12.626 ,"63,315","56,397","57,356",1851.0,2116.0,793.0,529.0,"66,369",Kumuh Ringan ,"2,07","22,92","58,34","18,75","66,70"
Pesawaran,Tegineneng,Sriwedari,2023,903.0,"4,73",90.0,"Rp491.239,00",55.26,36.71,Rp15.728,Layak,Layak,Rp100.299,Rp3.000.299,Rp369.1139, Rp12.627 ,"63,316","56,398","57,357",1851.0,2116.0,793.0,529.0,"66,370",Kumuh Ringan ,"6,53","17,10","58,96","23,94","69,46"
Pesawaran,Tegineneng,Rejoagung,2021,5.89,"30,87",589.0,"Rp420.032,00",25.12,48.57,Rp12.845,Tidak Layak,Layak,Rp100.300,Rp3.000.300,Rp369.1140, Rp12.628 ,"63,317","56,399","57,358",1851.0,2116.0,793.0,529.0,"66,371",Kumuh Sedang,"17,56","21,08","55,67","23,24","66,14"
Pesawaran,Tegineneng,Rejoagung,2022,5.93,"31,08",593.0,"Rp452.521,00",32.41,18.29,9808.48,Tidak Layak,Layak,Rp100.301,Rp3.000.301,Rp369.1141, Rp12.629 ,"63,318","56,400","57,359",1851.0,2116.0,793.0,529.0,"66,372",Kumuh Sedang,"18,15","21,72","55,37","22,91","66,70"
Pesawaran,Tegineneng,Rejoagung,2023,6.16,"32,28",616.0,"Rp491.239,00",78.82,36.74,5046.49,Layak,Layak,Rp100.302,Rp3.000.302,Rp369.1142, Rp12.630 ,"63,319","56,401","57,360",1851.0,2116.0,793.0,529.0,"66,373",Kumuh Sedang,"19,08","25,04","60,25","14,72","69,46"
Pesawaran,Teluk Pandan,Batu Menyan,2021,2.29,"12,00",229.0,"Rp420.032,00",16.25,21.46,Rp13.959,Tidak Layak,Tidak Layak,Rp100.303,Rp3.000.303,Rp369.1143, Rp12.631 ,"63,320","56,402","57,361",1851.0,2116.0,793.0,529.0,"66,374",Kumuh Ringan ,"3,59","33,99","35,17","30,84","66,14"
Pesawaran,Teluk Pandan,Batu Menyan,2022,2.37,"12,42",237.0,"Rp452.521,00",8.16,22.79,Rp14.736,Layak,Layak,Rp100.304,Rp3.000.304,Rp369.1144, Rp12.632 ,"63,321","56,403","57,362",1851.0,2116.0,793.0,529.0,"66,375",Kumuh Ringan ,"5,17","27,89","55,66","16,44","66,70"
Pesawaran,Teluk Pandan,Batu Menyan,2023,2.49,"13,03",249.0,"Rp491.239,00",51.32,15.38,Rp5.077,Layak,Layak,Rp100.305,Rp3.000.305,Rp369.1145, Rp12.633 ,"63,322","56,404","57,363",1851.0,2116.0,793.0,529.0,"66,376",Kumuh Ringan ,"5,17","21,97","60,31","17,73","69,46"
Pesawaran,Teluk Pandan,Cilimus,2021,1.99,"10,43",199.0,"Rp420.032,00",22.13,20.48,Rp19.553,Layak,Layak,Rp100.306,Rp3.000.306,Rp369.1146, Rp12.634 ,"63,323","56,405","57,364",1851.0,2116.0,793.0,529.0,"66,377",Kumuh Ringan ,"2,07","20,97","66,25","12,78","66,14"
